NetScore	Delta_passing_attempts_MA5	Delta_passing_completions_MA5	Delta_passing_yards_MA5	Delta_passing_rating_MA5	Delta_passing_touchdowns_MA5	Delta_passing_interceptions_MA5	Delta_passing_sacks_MA5	Delta_passing_sacks_yards_lost_MA5	Delta_rushing_attempts_MA5	Delta_rushing_yards_MA5	Delta_rushing_touchdowns_MA5	Delta_receiving_targets_MA5	Delta_receiving_receptions_MA5	Delta_receiving_yards_MA5	Delta_receiving_touchdowns_MA5	Delta_kick_return_attempts_MA5	Delta_kick_return_yards_MA5	Delta_kick_return_touchdowns_MA5	Delta_punt_return_attempts_MA5	Delta_punt_return_yards_MA5	Delta_punt_return_touchdowns_MA5	Delta_defense_sacks_MA5	Delta_defense_tackles_MA5	Delta_defense_tackle_assists_MA5	Delta_defense_interceptions_MA5	Delta_defense_interception_yards_MA5	Delta_defense_interception_touchdowns_MA5	Delta_defense_safeties_MA5	Delta_point_after_attemps_MA5	Delta_point_after_makes_MA5	Delta_field_goal_attempts_MA5	Delta_field_goal_makes_MA5	Delta_punting_attempts_MA5	Delta_punting_yards_MA5	Delta_punting_blocked_MA5	Delta_Score_MA5	NA	NA
20	HOU1977-09-18NYJ	1977-09-18	6.8	8.6	23.4	-124.44	-0.8	0.4	0	0	-12	-65.2	0.2	0	6.8	23.4	-0.8	0.4	4.2	0	-0.2	16.6	0.2	0	0	0	-0.4	-4.4	0	0	-0.6	-0.6	0.2	-0.4	0.6	-0.6	0	-5.8
17	HOU1977-10-09PIT	1977-10-09	5.6	3.2	15.8	-62.26	0	-1	0	0	-9	-54.4	0	0	5.6	15.8	0	-0.8	-21.6	0	-0.4	19.4	0	0	0	0	1	6.4	0	0	0.2	0.2	1.2	0.2	1	8.2	0	1.6
-1	HOU1977-10-16CLE	1977-10-16	5.8	4.6	24.4	-36.52	0	-1	0	0	-5.2	-39.4	0	0	5.8	24.4	0	-1	-19	0	-0.2	33.8	0.2	0	0	0	1	-1	0	0	0	0.2	1.8	1	0.6	-0.8	0	4.2
47	HOU1977-11-06CHI	1977-11-06	4.6	3.6	60.2	-4.81999999999998	0.4	-0.8	0	0	-6	-24.8	0.4	0	4.6	60.2	0.4	-2	-32	0.2	-0.6	27	0.2	0	0	0	0.8	-6.6	0	0	1.2	1.4	1.4	0.8	-0.6	-45.4	0	12.4
14	HOU1977-11-27KAN	1977-11-27	2.4	-1	23	-11.02	1	-0.8	0	0	1.6	49.2	1.2	0	2.4	23	1	-2.8	-48.6	0.2	0.2	44.6	0.2	0	0	0	0.8	-2.6	0	0	2.2	2.6	0.8	0.4	-0.4	-21.2	0	19.4
-10	HOU1977-12-04DEN	1977-12-04	-0.6	-3.4	6.4	-16.42	0.8	-0.8	0	0	-2.8	36.4	0.6	0	-0.6	6.4	0.8	-1.8	-22	0.2	-1.4	11	0.2	0	0	0	0.8	0.6	0	0	1.6	1.8	-0.2	0.2	0.8	20.6	0	13.4
5	HOU1977-12-18CIN	1977-12-18	-1	-3.2	16	-53.2	0.4	0	0	0	4.6	60.6	1	0	-1	16	0.4	-1.4	-17.4	0.2	-0.8	7.8	0.2	0	0	0	0	-8.2	0	0	1.2	1.6	-0.8	-0.2	0	-18.2	-0.2	11
1	HOU1978-09-17SFO	1978-09-17	-3	-6.6	-27.8	-42.16	0.4	-0.2	0	0	8	79	1.2	0	-3	-27.8	0.4	-1.4	-25.8	0.2	-0.8	-8	0	0	0	0	0.2	6.6	0	0	1.6	1.8	-1.2	-0.6	0.4	4.2	-0.2	11.4
-4	HOU1978-09-24RAM	1978-09-24	-4.8	-8.2	-89.8	-40.34	0	0	0	0	2.6	43.6	0.6	0	-4.8	-89.8	0	-0.2	-10.6	0	-0.8	-3.6	0	0	0	0	0	6.6	0	0	0.2	0.4	-1.2	-0.6	2	56.4	-0.2	1.2
7	HOU1978-10-15BUF	1978-10-15	-3	-5.6	-43.8	-32.7	-0.2	0	0	0	0.6	8.4	0.4	0	-3	-43.8	-0.2	0	5.8	0	-0.6	-27.8	-0.2	0	0	0	0	7.6	0	0	0	0	-0.4	-0.2	1	1.2	-0.2	-0.2
4	HOU1978-11-05CLE	1978-11-05	-1.6	-5.2	-27.2	-31.22	0.2	0.4	0	0	7.4	45.4	0.4	0	-1.6	-27.2	0.2	-0.4	-9	0	0.8	-12.6	-0.2	0	0	0	-0.4	0.8	0	0	0.4	0.4	-0.2	-0.2	-0.4	-45.6	-0.2	2.6
5	HOU1978-11-20MIA	1978-11-20	-4	-7.2	-70	-22.2	0	0.4	0	0	5.2	64.8	0.6	0	-3.4	-61	0	-1.2	-20.2	0	0.4	-14.4	-0.2	0	0	0	-0.4	1.4	0	0	0.6	0.4	0	0	-0.4	-41.8	0	2.6
7	HOU1978-11-26CIN	1978-11-26	-4.6	-6.6	-38.4	-27.04	0.2	0.8	0	0	0.8	48.6	0.6	0	-4	-29.4	0.2	-1.2	-9.4	0	0.4	-5.2	-0.2	0	0	0	-0.8	-7	0	0	0.6	0.6	-0.2	0	-0.8	-68.8	0	3.8
-10	HOU1978-12-03PIT	1978-12-03	-3.4	-4.8	-19.6	-27.5	0	1	0	0	1.8	42	0.8	0	-2.8	-10.6	0	-1	-0.2	0	0	-10.2	-0.2	0	0	0	-1	-13.4	0	0	0.6	0.6	-0.6	-0.4	-1.2	-63.4	0	2.6
-21	HOU1978-12-17SDG	1978-12-17	-5	-6.4	-73	-28.46	-0.4	1	0	0	-0.8	29.8	0.2	0	-4.4	-64	-0.4	0	7.8	0	-1	-9	0	0	0	0	-1	-6.6	0	0	-0.2	-0.2	-0.8	-0.4	-0.4	-22.2	0	-3
14	HOU1979-09-16KAN	1979-09-16	-5.2	-7.4	-70.4	-3.73999999999998	-0.4	0	0	0	-2.6	2	0.4	0	-4.6	-61.4	-0.4	-0.8	-5.8	0	-2.2	-25.8	-0.2	0	0	0	0	2.8	0	0	0	-0.2	-0.4	0.2	0.8	27.4	0	-1
21	HOU1979-09-30CLE	1979-09-30	-5	-9.8	-62	6.52000000000001	-0.2	-0.6	0	0	-1	-8.4	0.4	0	-5	-62	-0.2	-0.6	-5.8	0	-2	-18	-0.2	0	0	0	0.4	9.4	0	0	0.4	0.2	-0.6	0.2	1.2	48.4	0	2.2
-7	HOU1979-10-07STL	1979-10-07	-5.2	-10.8	-83.8	-6.81999999999998	0	-1.2	0	0	-6.8	-38	-0.2	0	-5.2	-83.8	0	-1	-15.8	0	-2.2	-29.8	-0.2	0	0	0	1	17.2	0	0	0	-0.2	-0.4	0.2	2	94.4	0	-0.6
3	HOU1979-10-28NYJ	1979-10-28	-4	-11	-85.2	4.30000000000002	0	-1.8	0	0	-3.4	-22.8	0	0	-4	-85.2	0	-1.4	-25.4	0	-2.4	-38.4	-0.2	0	0	0	1.6	38.6	0	0	0.2	0	0.4	0.6	2.4	107.2	0	2
14	HOU1979-11-11OAK	1979-11-11	-5.6	-13.6	-50.6	27.74	0.2	-2.2	-0.6	0	1.2	-4	0.8	0	-5.6	-50.6	0.2	-2.8	-49.6	0	-1	-17.6	-0.2	0	0	0	2	40	0	0	1.2	1	0.4	0.6	1.2	53.2	0	9
21	HOU1979-11-18CIN	1979-11-18	-4.6	-11.8	-18	40.5	0.2	-2.2	-0.6	0	0.8	-9.2	1	0	-4.6	-18	0.2	-2.8	-61.6	0	-0.2	-6	0	0	0	0	1.8	48.8	0	0	1.4	1.4	0.2	0.2	0.6	17	0	10.4
3	HOU1979-12-10PIT	1979-12-10	-3	-8.2	-1.2	53.48	0.2	-2	-0.6	0	3.6	-12.4	0.6	0	-3	-1.2	0.2	-2.6	-60.6	0	-0.4	-14.6	0	0	0	0	1.8	51	0	0	0.8	0.8	0.6	0.4	0.6	6.2	0	6.8
-6	HOU1979-12-16PHI	1979-12-16	-2	-6.6	5.2	53.76	0	-1.2	-0.6	0	11	28.4	0.8	0	-2	5.2	0	-1.6	-40.2	0	-0.2	-19.2	0	0	0	0	1	38.8	0	0	1	0.8	0.6	0.4	0.2	-14.2	0	7
6	HOU1979-12-23DEN	1979-12-23	-3.8	-8	10.6	52.44	0	-0.8	-0.6	0	14	37	0.8	0	-3.8	10.6	0	-2.2	-52.4	0	0.8	-6.4	0	1	0	0	0.6	24.4	0	0	1	0.8	0.6	0.6	-0.4	-44.6	0	7.6
5	HOU1980-09-21BAL	1980-09-21	0.2	-5.4	33.2	34.98	0	0	0	0	16	38.8	0.8	0	0.2	33.2	0	-1.6	-53	0	1.6	-6.2	0	1	0	0	-0.2	11	0	0	1	0.8	0	0	-0.6	-49.6	0	5.8
-19	HOU1980-10-05SEA	1980-10-05	1	0	-11.2	-38.9	-0.4	1.8	0	0	11.2	38.4	0.4	0	1	-11.2	-0.4	0.2	-10.2	0	1.2	-7.4	0	1	0	0	-1.8	-10.4	0	0	0.2	0	-1	-0.8	-0.4	-31.6	0	-2.2
6	HOU1980-10-19TAM	1980-10-19	2.4	2	22.2	-49.74	-0.4	2	0	0	9.8	60	0.6	0	2.4	22.2	-0.4	0.2	-2.8	0	1.8	-3	0	1	0	0	-2.2	-18.4	0	0	0.2	0	-0.6	-0.6	-1.2	-57	0	-1.6
20	HOU1980-10-26CIN	1980-10-26	1.2	-0.2	21.8	-19.46	-0.4	1	0	0	12	76.4	1.2	0	1.2	21.8	-0.4	-1	-27.4	0	2	-2.4	0	1	0	0	-1.2	0.8	0	0	0.6	0.6	-0.4	-0.2	-1.4	-65.6	0	3.6
4	HOU1980-11-10NWE	1980-11-10	0	-3.4	-4.2	-5.27999999999999	-0.2	0.6	0	0	12.6	81.6	1.2	0	0	-4.2	-0.2	-0.4	-17.6	0	1	-5.4	0	0	0	0	-0.8	6.2	0	0	0.8	0.8	-1.2	-0.8	-1	-44.4	0	3.2
-3	HOU1980-11-30CLE	1980-11-30	-0.6	-0.8	4.6	-5.55999999999998	0	0.4	0	0	8.4	66	0.6	0	-0.6	4.6	0	-0.2	-3	0	0.4	-3.6	0	0	0	0	-0.6	5.8	0	0	0.4	0.4	-0.8	-0.4	-1	-47.4	0	1.6
6	HOU1980-12-04PIT	1980-12-04	-1.6	-6	17.2	44.58	0.2	-1	0	0	12.2	60	0.6	0	-1.6	17.2	0.2	-1.6	-27	0	0.4	5.8	0	0	0	0	0.8	12	0	0	0.6	0.6	0.4	0.8	-0.6	-34.8	0	6.6
4	HOU1980-12-21MIN	1980-12-21	-3.6	-9.6	-8.2	39.48	0	-1.2	0	0	9.2	45.4	0.6	0	-3.6	-8.2	0	-1.6	-34.4	0	0.2	0.6	0	0	0	0	1.2	24.4	0	0	0.8	0.6	0.2	0.6	0	-9	0	6.2
-6	HOU1981-09-20MIA	1981-09-20	-2	-8.2	11.2	19.38	0	-0.8	1.4	10	2.8	7.8	0.2	0	-2	11.2	0	-0.4	-6.8	0	-0.2	-3	0	0	0	0	0.8	17	0	0	0.4	0.2	-0.6	-0.2	0.4	10.8	0	1
7	HOU1981-10-04CIN	1981-10-04	-5.8	-13.2	-23	-1.79999999999998	-0.2	-0.8	1.4	9.8	4.4	21.2	0.2	0	-5.8	-23	-0.2	-0.4	11.8	0.2	0.2	13.2	0	0	0	0	0.8	18.6	0	0	0.4	0.2	-0.4	0	0.2	-18.6	0	1.6
18	HOU1981-10-11SEA	1981-10-11	-9.2	-18.4	-63.4	-7.23999999999998	-0.2	-1.4	1	6.2	10.8	50.8	0.8	0	-9.2	-63.4	-0.2	-1.2	-7.2	0.2	-0.4	3.6	0	0	0	0	1.2	24.8	0	0	1	0.8	-0.6	0	1	22.6	0	5.8
1	HOU1981-11-08OAK	1981-11-08	-10	-18.8	-66.8	-7.05999999999998	0	-1.4	1	6	12.8	56.4	0.8	0	-10	-66.8	0	-0.6	10.2	0.2	-0.6	-4.6	0	0	0	0	1.2	28.2	0	0	1.2	1	-1.4	-0.8	1	29.2	0	4.8
-3	HOU1981-11-22NOR	1981-11-22	-7.6	-13	-52.8	-19.48	0.2	-0.8	1.4	10.8	7	19	0.6	0	-7.6	-52.8	0.2	0	30.2	0.2	-0.6	-1.8	0	0	0	0	0.6	13.8	0	0	1	1	-2.2	-1.2	1.2	44.2	0	3.4
-4	HOU1981-11-29ATL	1981-11-29	-5.8	-7.2	-84.8	-6.61999999999998	0.4	-0.4	-0.4	-1.8	6.8	21.2	0.6	0	-5.8	-84.8	0.4	0	5.8	0.2	-0.6	7.2	0	0	0	0	0.2	1.8	0	0	0.8	1	-2.2	-1	1.6	53	0	3.8
4	HOU1981-12-03CLE	1981-12-03	-1.8	-0.2	-41.8	17.76	0.8	-0.4	-0.8	-4.6	-2	-33.2	0.4	0	-1.8	-41.8	0.8	-0.2	-12.4	0	-0.4	-6.8	0	0	0	0	0.2	-0.8	0	0	0.8	1	-2.2	-1.2	2.2	97.2	-0.2	3.2
1	HOU1981-12-20PIT	1981-12-20	3	5.4	14.4	30.16	1.2	0.2	0.2	3.2	-11.8	-78.4	-0.4	0	3	14.4	1.2	0.4	7.6	0	0.2	1	0	0	0	0	-0.4	-10.4	0	0	0.4	0.6	-2	-1.4	2.2	81.8	-0.2	-0.2
2	HOU1982-09-19SEA	1982-09-19	1.4	5.6	-17.6	-8.71999999999998	0.8	1	-0.4	-2	-12.8	-52.2	-0.4	0	1.4	-17.6	0.8	0.2	-0.2	0	1.4	3.4	0	0.4	0	0	-1.2	-14.6	0	0	0	0.4	-1.2	-0.8	1.4	39	-0.2	0
-14	HOU1982-11-21PIT	1982-11-21	0.8	4.6	-25.4	3.70000000000002	0.4	1	-0.6	-6	-10.6	-49.8	-0.4	0	0.8	-25.4	0.4	0.4	-0.6	0	0.6	-4.2	0	0.2	0	0	-1.2	-11.6	0	0	-0.4	0	-0.8	-0.6	1.4	33.8	-0.2	-2.2
-30	HOU1982-12-13DAL	1982-12-13	-3	0	-25.2	-27.88	-0.2	0.6	0.4	-1.4	-11.2	-60.6	-0.4	0	-3	-25.2	-0.2	1	33.8	0	-0.4	-13.4	0	-0.6	0	0	-0.8	-1.8	0	0	-0.8	-0.6	-0.8	-1	2	60.4	-0.2	-7.4
-6	HOU1982-12-26CLE	1982-12-26	-1	2.8	-6.2	-52.44	-0.4	1.6	1	-0.8	-8.2	-30.6	-0.4	0	-1	-6.2	-0.4	1.8	45	0	-0.4	-17.4	0	-0.8	0	0	-1.8	-11.2	0	0	-1	-0.8	-1	-1.2	1.2	30.6	0	-9.4
-8	HOU1983-01-02CIN	1983-01-02	-4.4	1.6	-64.8	-90.98	-1.2	1.6	0.2	-5	-8.4	-20.6	-0.2	0	-4.4	-64.8	-1.2	2.2	46.6	0	-1.2	-25.4	0	-0.6	0	0	-1.6	-2.2	0	0	-1.6	-1.4	-0.6	-0.4	1.4	52.6	0	-11.2
-3	HOU1983-09-04GNB	1983-09-04	-4.6	1.6	-38	-90.36	-1.8	1.4	0.6	-1.2	-8	-35.6	0.6	0	-4.6	-38	-1.8	2	39.6	0	-2	-20.8	0	-0.8	0	0	-1.4	-5.8	0	0	-1.4	-1.4	-0.8	-0.8	1.6	69.2	0	-12.2
-12	HOU1983-09-18PIT	1983-09-18	-5	2.4	-18.2	-100.98	-1.4	1.8	1.2	3	-12.6	-65.2	0.6	0	-5	-18.2	-1.4	2.2	67.6	0.2	-1.8	-14.4	0	-1.4	0	0	-1.8	-13.8	0	0	-1	-1	-1.6	-1.6	1.6	72.2	0	-11.8
-12	HOU1983-10-09DEN	1983-10-09	-1.8	4.6	14.8	-76.3	-1.2	1.8	0.8	5.2	-13	-74.2	0.8	0	-1.8	14.8	-1.2	2.2	56.8	0.2	-0.4	-1.4	0	-0.8	0	0	-1.8	-13.8	0	0	-0.4	-0.4	-2	-1.8	0.6	31.8	0	-8.2
-3	HOU1983-10-23KAN	1983-10-23	-4.4	0	-18.8	-95	-1.2	1.2	0.2	5.2	-7.8	-61	0.8	0	-4.4	-18.8	-1.2	1.6	48.4	0.2	-0.6	-0.8	0	-0.2	0	0	-1.2	-9.4	0	0	-0.4	-0.4	-1.8	-1.6	0.8	39.8	0	-7.6
-41	HOU1983-11-06CIN	1983-11-06	0.2	6.2	30.8	-92.34	-1	1.6	1.2	14.6	-9.2	-81	0.2	0	0.2	30.8	-1	2.4	57.8	0.2	-1.4	-13	0	-1.2	0	0	-1.6	-20.6	0	0	-0.8	-0.8	-2.4	-2.4	0.8	36	0	-14.2
10	HOU1983-11-13DET	1983-11-13	1.4	4.2	23.2	-61.5	0	0.8	1	11.4	-9.6	-83.4	-0.6	0	1.4	23.2	0	2.4	54.6	0.2	-1.2	-13.6	0	-1	0	0	-0.8	-11.8	0	0	-0.6	-0.6	-2.2	-2	0.8	35.2	0	-11.6
-7	HOU1983-12-04MIA	1983-12-04	0.6	2.6	-3	-58.36	0	0.2	0.4	7.8	-3.2	-35.8	-0.8	0	0.6	-3	0	1.6	7	0	-1.6	-19	0	-0.4	0	0	-0.2	-6.2	0	0	-0.8	-0.8	-1.4	-1.2	1.2	52.4	0	-10.6
7	HOU1983-12-11CLE	1983-12-11	-1	0.2	-15.2	-18.04	0.6	0	1	10.4	1.8	-12.4	-1.4	0	-1	-15.2	0.6	-0.2	-18	0.2	-2	-25.2	0	-1	0	0	0	-6.2	0	0	-0.6	-0.6	-0.2	-0.4	1.2	55.4	0	-6.8
-10	HOU1984-09-02RAI	1984-09-02	0.8	2.6	14.4	5.10000000000003	1	-0.2	1.8	21.8	-1.6	-28.8	-2	0	0.8	14.4	1	0.2	-14.6	0.2	-3.2	-37.6	0	-1.8	0	0	0.2	-6.2	0	0	-0.4	-0.6	-0.4	-0.4	1.8	69.4	0	-8.2
-14	HOU1984-09-09IND	1984-09-09	-1	0.8	12.4	16.6	0.4	-0.8	1.8	16.8	-2.2	-21	-1	0	-1	12.4	0.4	-1.2	-25	0.2	-2.6	-28.8	0	-1.8	0	0	0.8	5	0	0	0	-0.2	0	0	1.6	61.4	0	-2.8
-17	HOU1984-09-30NOR	1984-09-30	-2	2	-0.2	14.26	0.2	0	2.6	22.8	-8	-44.2	-1.2	0	-2	-0.2	0.2	-0.8	-8.8	0.2	-3	-32.4	0	-2.6	0	0	0	-6.8	0	0	-0.6	-0.8	-0.6	-0.4	2.2	81.8	0	-8.2
-13	HOU1984-10-21SFO	1984-10-21	-1.2	1.6	6	14.68	0	0.2	2.6	22.6	-12.2	-64.6	-1	0	-1.2	6	0	-0.4	6.4	0.2	-2.4	-30	0	-2.6	0	0	-0.2	-1.6	0	0	-0.6	-0.8	-0.8	-0.8	1.6	51.6	0	-9.4
-18	HOU1984-10-28CIN	1984-10-28	-0.6	2.6	28.2	-18.78	-0.6	0.8	2.4	21	-18.6	-86.8	-0.8	0	-0.6	28.2	-0.6	0.8	27.4	0	-2.6	-35.6	0	-2.4	0	0	-0.8	-2.4	0	0	-1.4	-1.6	-1.2	-1	1.4	43.2	0	-14.4
11	HOU1984-11-18NYJ	1984-11-18	0.4	2.8	27	20.64	-0.4	0.6	1.6	9	-19	-72.6	-0.4	0	0.4	27	-0.4	0.4	17.2	0	-1.6	-24.6	0	-1.6	0	0	-0.6	2	0	0	-1.2	-1.2	-1.2	-1	0.8	25.4	0	-10.2
3	HOU1984-12-02PIT	1984-12-02	1	0.6	19	33.64	0	0.8	0	-5	-12.8	-54.6	-0.4	0	1	19	0	0.8	14.8	0	-1.8	-20.6	0	0	0	0	-0.8	-1.4	0	0	-0.8	-0.8	-1	-0.8	0.8	22.4	0	-6.8
-7	HOU1984-12-16CLE	1984-12-16	3.4	3.2	69.6	40.14	0	0.4	-0.8	-8.8	-10.2	-64.8	-0.4	0	3.4	69.6	0	0.8	7.4	0	-1.4	-14.8	0	0.8	0	0	-0.4	5.8	0	0	-0.6	-0.6	-0.4	-0.6	-0.2	-23.2	0	-4.8
3	HOU1985-09-08MIA	1985-09-08	2	0.8	64.8	25.12	0.2	0	-0.4	-1.8	-3	-29.2	0	0	2	64.8	0.2	0.2	-7.8	0	-1.4	-10.2	0	0.4	0	0	0	-10.4	0	0	-0.4	-0.2	-0.4	-0.4	-0.2	-21.8	0	-1.6
-7	HOU1985-09-29DAL	1985-09-29	1.2	-1.2	50	15.32	0.2	0.4	1	6.2	1.6	-20	0.2	0	1.2	50	0.2	0	-17	0	-1.2	0.8	0	-0.6	0	0	-0.4	-14.2	0	0	0	0.2	-0.8	-0.2	-0.2	-19.6	-0.2	0.6
-15	HOU1985-10-13CLE	1985-10-13	2.2	1.8	30.6	-27.14	-0.6	0.8	2.8	17.4	0.8	-35.6	0	0	2.2	30.6	-0.6	0.4	1	0	-1.2	-2.4	0	-2.4	0	0	-0.8	-25.6	0	0	-1	-0.8	0	0.4	0.4	15.4	-0.2	-4.6
17	HOU1985-10-20CIN	1985-10-20	-2	-4.8	-14.4	-19.3	-0.6	0	2.8	21.2	5.8	-28.6	0.4	0	-2	-14.4	-0.6	-0.4	-17.8	0	-0.2	5.2	0	-2.4	0	0	0	-11.2	0	0	-0.4	-0.2	0.2	0.4	0	7.8	-0.2	-1.8
3	HOU1985-11-03KAN	1985-11-03	-1.8	-6.2	-47.2	-23.46	-0.6	0.2	3	19.6	6.6	0.8	0.8	0	-1.8	-47.2	-0.6	-0.2	-9	0	-0.4	0	0	-2.6	0	0	-0.2	-11.2	0	0	-0.2	0.2	-0.2	0.2	0.4	34.2	-0.2	0.2
-23	HOU1985-11-17PIT	1985-11-17	0.4	-2	-54.6	22.48	-0.6	0.4	2.8	14.6	-3.6	-46.8	0	0	0.4	-54.6	-0.6	0.6	12	0	-0.8	-3.4	0	-2.4	0	0	-0.4	-3.8	0	0	-0.6	-0.4	-0.6	-0.2	1.2	77.2	-0.2	-5
2	HOU1985-11-24SDG	1985-11-24	1.4	0.4	-69.2	28.26	-0.6	-0.6	0.6	-1	-3	-27.6	0	0	1.4	-69.2	-0.6	0.4	11.6	0	-0.8	-8.4	0	-0.6	0	0	0.6	-1.4	0	0	-0.6	-0.4	0.4	0.4	1.8	102	0	-3.2
-21	HOU1985-12-08NYG	1985-12-08	2.6	3.6	-30	36.52	-0.4	-0.6	-0.2	-2.8	-9.8	-57	-0.2	0	2.6	-30	-0.4	1.4	25	0	-0.8	-5.8	0	0.2	0	0	0.6	4.4	0	0	-0.6	-0.4	0	0	0.8	61.2	0	-4.4
-3	HOU1986-09-14CLE	1986-09-14	6.8	8.8	9.8	26.86	-0.2	0.6	0	-1.8	-13	-52.2	-1	0	6.8	9.8	-0.2	2.6	49.4	0	-1	-14.2	0	0	0	0	-0.6	-15	0	0	-1.2	-1	-0.6	-0.4	0.2	30.8	0	-8.4
-6	HOU1986-09-28PIT	1986-09-28	8	10.6	28.2	29.26	-0.2	0.6	1.4	9.8	-15.6	-75.4	-1.4	0	8	28.2	-0.2	2.8	62.2	0	-1	-19.6	0	-1.4	0	0	-0.6	-14.4	0	0	-1.2	-1.2	-0.6	-0.2	0.8	61.2	0	-10.2
-13	HOU1986-10-12CHI	1986-10-12	7	8.4	38.8	4.24000000000003	0	0.6	1.8	15.2	-10	-52.8	-1.4	0	7	38.8	0	2.6	46.8	0	-1	-23.2	0	-1.8	0	0	-0.6	-9.4	0	0	-1	-1	-0.2	0	0.6	45.4	0	-8.2
-11	HOU1986-10-26RAI	1986-10-26	7.4	9.6	65	-6.51999999999997	-0.6	1.4	2.8	27.8	-15.2	-67.4	-1	0	7.4	65	-0.6	3.2	54.8	0	-1.6	-23.8	0	-2.8	0	0	-1.4	-8	0	0	-1.2	-1.2	-0.6	-0.4	-0.4	1.8	0	-10.8
4	HOU1986-11-09CIN	1986-11-09	5	5.8	35.4	-30.46	-1.2	0.8	2.2	23.2	-5.8	-29.2	0	0	5	35.4	-1.2	2	29	0	-1.6	-21.4	0	-2.2	0	0	-0.8	-6.8	0	0	-1	-1	-0.2	0.4	0.2	21.6	0	-5.8
14	HOU1986-11-23IND	1986-11-23	4.2	5	40.6	-8.05999999999997	-1	0.4	2.6	26	-5.2	-18	0.4	0	4.2	40.6	-1	1.2	19.6	0	-0.8	-7.4	0	-2.6	0	0	-0.4	1	0	0	-0.6	-0.6	0.2	0.6	-0.2	6	0	-2.4
13	HOU1986-12-14MIN	1986-12-14	3.4	2.2	42.8	-10.86	-1	-0.2	1.6	22.8	0.4	10.2	0.8	0	3.4	42.8	-1	0.4	-13.6	0	-0.6	2.8	0	-1.4	0	0	0.2	4	0	0	-0.4	-0.4	0.8	1	-0.8	-21.6	0	1.4
9	HOU1986-12-21BUF	1986-12-21	1.6	1	33.2	-15.1	-1.4	-0.4	0	9	3.4	21.4	1.4	0	1.6	33.2	-1.4	0.6	-1.8	0	0.6	13.4	0	0.2	0	0	0.4	10.2	0	0	-0.2	-0.2	1.2	2	-1.2	-53.2	0	5.8
4	HOU1987-09-13RAM	1987-09-13	3.6	2	55.4	8.98000000000003	-0.2	-1	-1	-2.2	7.8	25	1	0	3.6	55.4	-0.2	0.4	-8	0	1.6	14	0	1.2	0	0	1	6	0	0	0.4	0.4	1	1.6	-0.8	-49.8	0	8.8
-14	HOU1987-10-18NWE	1987-10-18	4.6	5.8	76	19.94	0.4	-0.2	-0.4	1.2	5.4	21.8	0.4	0	4.6	76	0.4	1	9.8	0	1.4	15.2	0	0.6	0	0	0.2	3.8	0	0	0.4	0.4	0.8	0.8	-1.2	-67.4	0	5.2
4	HOU1987-10-25ATL	1987-10-25	3.4	7.4	65	2.48000000000003	0.2	-0.2	-0.2	4	5.8	16.8	0.4	0	3.4	65	0.2	1.6	0.2	0	0.4	-3.2	0	0.4	0	0	0.2	-5.4	0	0	0.2	0.2	0.4	0.6	0.4	-1.8	0	3.2
-33	HOU1987-11-22CLE	1987-11-22	1	9.2	41.4	-26	0	1.2	0.2	4.2	-3.8	-16.2	-0.4	0	1	41.4	0	2.8	23	0	-0.2	-20.6	0	-0.2	0	0	-1.2	-12	0	0	-0.6	-0.6	-0.4	-0.2	0.8	12.6	0	-6
15	HOU1987-12-06SDG	1987-12-06	0	6.6	21.6	-45.38	-0.2	1.6	0.2	0	1.2	-2.2	0	0	0	21.6	-0.2	1.4	1.2	0	-1.6	-37	0	-0.2	0	0	-1.6	-22.6	0	0	-0.2	-0.2	-0.4	-0.6	0.4	6	0	-4.8
8	HOU1987-12-20PIT	1987-12-20	-2.4	2.8	-3.6	-42.46	-0.2	1.2	0.8	3	-0.6	-18.2	0	0	-2.4	-3.6	-0.2	1.4	3.8	0	-2.6	-45.2	0	-0.8	0	0	-1.2	-15.6	0	0	0	0	-0.6	-0.8	1	44	0	-4
4	HOU1987-12-27CIN	1987-12-27	-4.6	-4.6	-11.8	-29.48	-0.2	0.8	0.4	-0.2	2.2	2.4	0.4	0	-4.6	-11.8	-0.2	0.6	-15.4	0	-1.6	-40.2	0	-0.4	0	0	-0.8	-12.4	0	0	0.6	0.6	-0.8	-1	1	39	0	-0.4
3	HOU1988-01-03SEA	1988-01-03	-3.8	-7.8	-15.6	-38.32	-0.4	0.8	0.4	-1.4	6.6	15.4	0.4	0	-3.8	-15.6	-0.4	-0.2	-18	0	-1.2	-41	0	-0.4	0	0	-0.8	-8.2	0	0	0.4	0.4	0	-0.6	-0.2	-16.8	0	-0.6
3	HOU1988-09-11RAI	1988-09-11	-0.8	-7	20	-8.25999999999998	-0.4	0	-0.4	-0.6	16.2	63.2	1.2	0	-0.8	20	-0.4	-1.4	-22.8	0	-0.4	-22.4	0	0.4	0	0	0	-20.2	0	0	1	1	0.4	0	-0.8	-45.8	0	6.6
25	HOU1988-09-25NWE	1988-09-25	0	-6.8	52.8	19.64	0.4	-0.8	0.2	6.6	14.2	68	0.8	0	0	52.8	0.4	-1.2	-26.8	0	0.8	-7.8	0	-0.2	0	0	0.8	-11.4	0	0	1.4	1.2	0.8	0	-1.2	-50	0	8.6
